en,zh-cn,zh-tw,pos,description,,,,,,,,,,,,,,,,,,,,,
Hangul Consonant,韩文辅音,韓文 (子音),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Harare,哈拉雷,哈拉雷,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Harbin,哈尔滨,哈爾濱,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
hard link,直接链接,直接連結,noun,适用于操作系统及文件系统,,,,,,,,,,,,,,,,,,,,,
hardware,硬件,硬體,noun,,,,,,,,,,,,,,,,,,,,,,
hash,哈希,雜湊,noun,,,,,,,,,,,,,,,,,,,,,,
hash,哈希值,雜湊值,noun,,,,,,,,,,,,,,,,,,,,,,
hash tag,话题标签,主題標籤,noun,,,,,,,,,,,,,,,,,,,,,,
hashtag,话题标签,主題標籤,noun,,,,,,,,,,,,,,,,,,,,,,
Hausa,豪萨语,豪沙文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Havana,哈瓦那,哈瓦那,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Hawaiian,夏威夷语,夏威夷文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hazaragi,哈扎拉吉语,哈撒拉基文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
header,标头,標頭,noun,适用于数据传输或数据标示,,,,,,,,,,,,,,,,,,,,,
header,页眉,頁首,noun,,,,,,,,,,,,,,,,,,,,,,
heading,标题,標題,noun,,,,,,,,,,,,,,,,,,,,,,
heading level,标题级别,標題階層,noun,,,,,,,,,,,,,,,,,,,,,,
heartbeat,活动信号,活動訊號,noun,,,,,,,,,,,,,,,,,,,,,,
Heavenly Stem,天干,天干,noun,,,,,,,,,,,,,,,,,,,,,,
Hebrew,希伯来语,希伯來文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hebron,希伯伦,希伯侖,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
height,高度,高度,noun,,,,,,,,,,,,,,,,,,,,,,
helper,帮助程序,協助程式,noun,,,,,,,,,,,,,,,,,,,,,,
Helsinki,赫尔辛基,赫爾辛基,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Herero,赫雷罗语,赫雷羅文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hermosillo,埃莫西约,埃莫西約,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
hide,隐藏,隱藏,verb,,,,,,,,,,,,,,,,,,,,,,
hierarchy,层级架构,階層架構,noun,,,,,,,,,,,,,,,,,,,,,,
Hindi,印地语,印度文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hindi (Devanagari),印地语（梵文）,印度文 (梵文字母),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
HiNet,HiNet,HiNet,noun,,,,,,,,,,,,,,,,,,,,,,
Hiragana,日文平假名,日文平假名,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hiragana-Iroha,日文平假名 (伊吕波歌),日文平假名 (伊呂波歌),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hiri Motu,希里莫图语,希里莫圖文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
history,历史记录,歷程記錄,noun,,,,,,,,,,,,,,,,,,,,,,
hit rate,命中率,命中率,noun,,,,,,,,,,,,,,,,,,,,,,
hit ratio,命中率,命中率,noun,,,,,,,,,,,,,,,,,,,,,,
Hmong,苗语,白苗文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Ho Chi Minh,胡志明市,胡志明市,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Hobart,霍巴特,霍巴特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
hold,按住,按住,verb,操作键盘、鼠标及屏幕,,,,,,,,,,,,,,,,,,,,,
Holy See,梵蒂冈,梵蒂岡,noun,,,,,,,,,,,,,,,,,,,,,,
Honduran lempira,洪都拉斯伦皮拉,宏都拉斯倫皮拉,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Hong Kong,香港,香港,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Hong Kong dollar,港元,港元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Honolulu,檀香山,檀香山,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
hook,钩子,勾點,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
horizontal,水平,水平,adjective,,,,,,,,,,,,,,,,,,,,,,
hot fix,热修复,修正程式,noun,,,,,,,,,,,,,,,,,,,,,,
hotfix,补丁程序,修正程式,noun,,,,,,,,,,,,,,,,,,,,,,
Hovd,科布多,哈霍德,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
hover,鼠标悬停,游標暫留,verb,,,,,,,,,,,,,,,,,,,,,,
HSTS,HSTS,HSTS,noun,适用于互联网通讯相关,,,,,,,,,,,,,,,,,,,,,
HTML entities,HTML 实体,HTML 實體,noun,,,,,,,,,,,,,,,,,,,,,,
HTTP Strict Transport Security,HTTP 严格传输安全,HTTP 嚴格傳輸安全性,noun,适用于互联网通讯相关，HSTS 的原文,,,,,,,,,,,,,,,,,,,,,
Hungarian,匈牙利语,匈牙利文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Hungarian forint,匈牙利福林,匈牙利福林,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
hyphen,连字符,連字號,noun,适用于标点符号 -,,,,,,,,,,,,,,,,,,,,,
hyphenate,连字符,連字號,noun,适用于标点符号 -,,,,,,,,,,,,,,,,,,,,,
I18N,I18N,I18N,noun,I18N 是 Internationalization (国际化) 的缩写，因为原文中的 I 及 N 之间有 18 个字母,,,,,,,,,,,,,,,,,,,,,
I18N,国际化,國際化,noun,I18N 是 Internationalization (国际化) 的缩写，因为原文中的 I 及 N 之间有 18 个字母,,,,,,,,,,,,,,,,,,,,,
Icelandic,冰岛语,冰島文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Icelandic kr&oacute;na,冰岛克朗,冰島克朗,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
icon,图标,圖示,noun,,,,,,,,,,,,,,,,,,,,,,
ICQ,ICQ,ICQ,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
identifier,识别码,識別碼,noun,,,,,,,,,,,,,,,,,,,,,,
identify,识别,識別,verb,,,,,,,,,,,,,,,,,,,,,,
Ido,伊多语,伊多文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
iFrame,iFrame,iFrame,noun,,,,,,,,,,,,,,,,,,,,,,
Igbo,伊博语,伊布文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Image,图像,圖片,noun,WordPress 核心程序内建的文章格式 (Post Format) 之一，需要主题支持才能显示,,,,,,,,,,,,,,,,,,,,,
image,图片,圖片,noun,,,,,,,,,,,,,,,,,,,,,,
Image Caption,图片说明,圖片說明文字,noun,,,,,,,,,,,,,,,,,,,,,,
impersonate,仿真,模擬,verb,,,,,,,,,,,,,,,,,,,,,,
import,导入,匯入,verb,,,,,,,,,,,,,,,,,,,,,,
inactive,未启用,未啟用,adjective,,,,,,,,,,,,,,,,,,,,,,
inactive,未使用,非使用中,adjective,,,,,,,,,,,,,,,,,,,,,,
incident,事件,事件,noun,,,,,,,,,,,,,,,,,,,,,,
incremental search,增量搜索,累加搜尋,noun,,,,,,,,,,,,,,,,,,,,,,
indent,缩进,縮排,verb,,,,,,,,,,,,,,,,,,,,,,
index,索引,索引,noun,适用于搜索引擎相关内容,,,,,,,,,,,,,,,,,,,,,
index,进行索引,進行索引,verb,适用于搜索引擎相关内容,,,,,,,,,,,,,,,,,,,,,
index,指数,指數,noun,,,,,,,,,,,,,,,,,,,,,,
Indian,印度,印度,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Indian rupee,印度卢比,印度盧比,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Indiana,印第安纳州,印第安那州,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Indianapolis,印第安纳波利斯,印第安納波利斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Indonesian,印度尼西亚,印尼文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Indonesian rupiah,印度尼西亚盾,印尼盾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
infinite scroll,无限滚动,無限捲動,noun,,,,,,,,,,,,,,,,,,,,,,
info,信息,資訊,noun,,,,,,,,,,,,,,,,,,,,,,
information,信息,資訊,noun,,,,,,,,,,,,,,,,,,,,,,
infrastructure,基础设施,基礎結構,noun,,,,,,,,,,,,,,,,,,,,,,
infringement,侵权,侵權,noun,,,,,,,,,,,,,,,,,,,,,,
inline,内嵌,內嵌,adjective,,,,,,,,,,,,,,,,,,,,,,
Inline CSS,内嵌 CSS,內嵌 CSS,noun,,,,,,,,,,,,,,,,,,,,,,
Inline JavaScript,内嵌 JavaScript,內嵌 JavaScript,noun,,,,,,,,,,,,,,,,,,,,,,
Inline Script,内嵌脚本,內嵌指令碼,noun,,,,,,,,,,,,,,,,,,,,,,
insert,插入,插入,verb,,,,,,,,,,,,,,,,,,,,,,
insert into,插入至,插入至,verb,,,,,,,,,,,,,,,,,,,,,,
inserter,插入器,插入器,noun,,,,,,,,,,,,,,,,,,,,,,
insight,深入解析,深入解析,noun,,,,,,,,,,,,,,,,,,,,,,
Instagram,Instagram,Instagram,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
installer,安装程序,安裝程式,noun,,,,,,,,,,,,,,,,,,,,,,
instance,实例,執行個體,noun,,,,,,,,,,,,,,,,,,,,,,
integrate,集成,整合,noun,,,,,,,,,,,,,,,,,,,,,,
integration,集成,整合,noun,,,,,,,,,,,,,,,,,,,,,,
interface,接口,介面,noun,,,,,,,,,,,,,,,,,,,,,,
Interlingua (International Auxiliary Language Association),人造语（国际辅助语言协会）,人工國際文 (國際輔助語協會),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Interlingue,人造语,人工國際文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Internationalization,国际化,國際化,noun,,,,,,,,,,,,,,,,,,,,,,
internet,互联网,網際網路,noun,,,,,,,,,,,,,,,,,,,,,,
Inuktitut,因纽特语,依奴提圖特文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Inupiaq,伊努皮克语,伊努特文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Inuvik,因纽维克,因紐維克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
invalid,无效,無效,adjective,,,,,,,,,,,,,,,,,,,,,,
iOS,iOS,iOS,noun,操作系统名称,,,,,,,,,,,,,,,,,,,,,
IP,IP 地址,IP 位址,noun,有时候开发者会将 IP Address 写为 Email。请注意，IP 该译为「IP 地址」时，就译为「IP 地址」,,,,,,,,,,,,,,,,,,,,,
IP address,IP 地址,IP 位址,noun,,,,,,,,,,,,,,,,,,,,,,
Iqaluit,伊卡卢伊特,伊魁特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Iranian rial,伊朗里亚尔,伊朗里亞爾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Iranian toman,伊朗托曼,伊朗託曼 (1 託曼 = 10 里亞爾),noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Iraqi dinar,伊拉克第纳尔,伊拉克戴納,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Irish,爱尔兰语,愛爾蘭文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Irkutsk,伊尔库茨克,伊爾庫次克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Isle of Man,马恩岛,曼島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Israeli new shekel,以色列新谢克尔,以色列新謝克爾,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Istanbul,伊斯坦布尔,伊斯坦堡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Italian,意大利语,義大利文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
italic,斜体,斜體,noun,适用于字体相关内容,,,,,,,,,,,,,,,,,,,,,
item,项目,項目,noun,,,,,,,,,,,,,,,,,,,,,,
item list,项目列表,項目清單,noun,,,,,,,,,,,,,,,,,,,,,,
iteration,迭代,疊代,noun,,,,,,,,,,,,,,,,,,,,,,
Jakarta,雅加达,雅加達,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Jamaica,牙买加,牙買加,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Jamaican dollar,牙买加元,牙買加元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Jan Mayen,扬马延岛,央棉群島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Japanese,日语,日文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Japanese Formal,日语正式,日文 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Japanese Informal,日语非正式,日文 (口語),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Japanese yen,日圆,日圓,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Javanese,爪哇语,爪哇文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
JavaScript,JavaScript,JavaScript,noun,,,,,,,,,,,,,,,,,,,,,,
Jayapura,查亚普拉,嘉雅浦拉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Jersey,泽西岛,澤西島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Jersey pound,泽西岛镑,澤西島鎊,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Jerusalem,耶路撒冷,耶路撒冷,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Johannesburg,约翰内斯堡,約翰尼斯堡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Johnston,约翰斯顿,詹斯頓島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Jordanian dinar,约旦第纳尔,約旦戴納,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
jQuery,jQuery,jQuery,noun,,,,,,,,,,,,,,,,,,,,,,
Juba,朱巴,朱巴,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Jujuy,胡胡伊省,胡胡伊,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Juneau,朱诺,朱諾,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kabul,喀布尔,喀布爾,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kabyle,卡比尔语,卡拜爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
KakaoTalk,KakaoTalk,KakaoTalk,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
Kalaallisut,格陵兰语,格陵蘭文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kaliningrad,加里宁格勒,卡里寧格勒,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kamchatka,堪察加半岛,堪察加,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kampala,坎帕拉,坎帕拉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kannada,卡纳达语,坎那達文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kanton,坎顿,坎頓,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kanuri,卡努里语,卡努里文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Karachi,卡拉奇,克洛奇,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kartuli,格鲁吉亚语,喬治亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kashgar,喀什市,喀什市,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kashmiri,克什米尔,喀什米爾文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Katakana,日文片假名,日文片假名,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Katakana-Iroha,日文片假名 (伊吕波歌),日文片假名 (伊呂波歌),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kathmandu,加德满都,加德滿都,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Katmandu,加德满都,加德滿都,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kazakh,哈萨克语,哈薩克文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kazakhstani tenge,哈萨克斯坦坚戈,哈薩克斯坦堅戈,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Kentucky,肯塔基州,肯塔基州,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kenyan shilling,肯尼亚先令,肯亞先令,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Kerguelen,凯尔盖朗,凱爾蓋朗群島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
keyboard,键盘,鍵盤,noun,,,,,,,,,,,,,,,,,,,,,,
keyboard shortcut,键盘快捷键,鍵盤快速鍵,noun,,,,,,,,,,,,,,,,,,,,,,
Khandyga,汉德加,漢德加,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Khartoum,喀土穆,喀土穆,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Khmer,高棉语,高棉文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kiev,基辅,基輔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kigali,基加利,吉佳利,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kikuyu,基库尤语,吉庫尤文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kinshasa,金沙萨,金夏沙,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kinyarwanda,卢旺达语,金揚萬答文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kirghiz,吉尔吉斯语,柯爾克孜文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kiritimati,基里蒂马蒂,刻里提瑪斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kirov,基洛夫,基洛夫,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kirundi,基隆迪,科隆地文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
kit,套件,套件,noun,,,,,,,,,,,,,,,,,,,,,,
Knox,诺克斯,諾克斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Knox IN,诺克斯,諾克斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kolkata,加尔各答,加爾各答,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Komi,科米语,科米文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kongo,刚果语,剛果文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Korea (the Democratic People's Republic of),朝鲜（民主主义人民共和国）,朝鮮,noun,,,,,,,,,,,,,,,,,,,,,,
Korea (the Republic of),韩国（共和国）,韓國,noun,,,,,,,,,,,,,,,,,,,,,,
Korean,韩语,韓文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Korean Hangul Formal,韩国韩语 (正式),韓國韓文 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Korean Hanja Formal,韩国汉字 (正式),韓國漢字 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Korean Hanja Informal,韩国汉字 (口语),韓國漢字 (口語),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kosrae,科斯雷,科瑟爾,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kralendijk,克拉伦代克,克拉倫代克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Krasnoyarsk,克拉斯诺亚尔斯克,克拉斯諾亞爾斯克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,吉隆坡,吉隆坡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kuching,古晋,古晉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kurdish,库尔德,庫德文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kurdish (Sorani),库尔德语（索拉尼语）,庫德文 (索拉尼),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kuwait,科威特,科威特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kuwaiti dinar,科威特第纳尔,科威特戴納,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Kwajalein,夸贾林环礁,瓜加林島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kwanyama,宽亚马,克萬亞瑪文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Kyiv,基辅,基輔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstani som,吉尔吉斯斯坦索姆,吉爾吉斯斯坦索姆,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
L10N,本地化,本地化,noun,L10N 是 Localization (本地化) 的缩写，因为原文中的 L 及 N 之间有 10 个字母,,,,,,,,,,,,,,,,,,,,,
L10N,L10N,L10N,noun,L10N 是 Localization (本地化) 的缩写，因为原文中的 L 及 N 之间有 10 个字母,,,,,,,,,,,,,,,,,,,,,
La Paz,拉巴斯,拉帕茲,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
La Rioja,拉里奥哈,拉里奧哈,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Lagos,拉各斯,拉哥斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
landing page,着陆页,到達網頁,noun,,,,,,,,,,,,,,,,,,,,,,
language pack,语言包,語言套件,noun,,,,,,,,,,,,,,,,,,,,,,
Lao,寮语,寮文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Lao,老挝,寮國,noun,,,,,,,,,,,,,,,,,,,,,,
Lao kip,老挝基普,寮國基普,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Lao People's Democratic Republi,老挝人民民主共和国,寮國,noun,,,,,,,,,,,,,,,,,,,,,,
Laos,老挝,寮國,noun,,,,,,,,,,,,,,,,,,,,,,
Laotian,老挝语,寮文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Latin,拉丁语,拉丁文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Latvian,拉脱维亚语,拉脫維亞文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
launch,启动,啟動,verb,,,,,,,,,,,,,,,,,,,,,,
layout,布局,版面配置,noun,,,,,,,,,,,,,,,,,,,,,,
lazy load,延迟加载,延遲載入,noun,,,,,,,,,,,,,,,,,,,,,,
lazy load,延迟加载,延遲載入,verb,,,,,,,,,,,,,,,,,,,,,,
Lebanese pound,黎巴嫩镑,黎巴嫩鎊,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
left arrow key,向左键,向左鍵,noun,键盘按键名称,,,,,,,,,,,,,,,,,,,,,
left brace,左大括号,左大括弧,noun,,,,,,,,,,,,,,,,,,,,,,
left parenthesis,左括号,左括弧,noun,,,,,,,,,,,,,,,,,,,,,,
Left to Right,从左至右,從左至右,noun,文字方向,,,,,,,,,,,,,,,,,,,,,
left-click,点击左键,點擊左鍵,verb,操作键盘、鼠标及屏幕,,,,,,,,,,,,,,,,,,,,,
legacy,旧版,舊版,adjective,,,,,,,,,,,,,,,,,,,,,,
legacy,旧式,舊式,adjective,,,,,,,,,,,,,,,,,,,,,,
legacy,传统,傳統,adjective,,,,,,,,,,,,,,,,,,,,,,
legend,图例,圖例,noun,,,,,,,,,,,,,,,,,,,,,,
legitimate,合法,合法,adjective,,,,,,,,,,,,,,,,,,,,,,
legitimate,正当,正當,adjective,,,,,,,,,,,,,,,,,,,,,,
Lesotho loti,莱索托洛蒂,賴索托洛蒂,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
letter,字母,字母,noun,,,,,,,,,,,,,,,,,,,,,,
LHI,罗豪岛,羅豪島,noun,,,,,,,,,,,,,,,,,,,,,,
Liberian dollar,利比里亚元,賴比瑞亞元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Libreville,利伯维尔,自由市,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Libyan dinar,利比亚第纳尔,利比亞戴納,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
license,许可,授權,noun,,,,,,,,,,,,,,,,,,,,,,
license,许可方式,授權方式,noun,,,,,,,,,,,,,,,,,,,,,,
license key,许可密钥,授權金鑰,noun,,,,,,,,,,,,,,,,,,,,,,
lifetime license,终身许可,終生授權,noun,,,,,,,,,,,,,,,,,,,,,,
lightbox,灯箱,燈箱,noun,,,,,,,,,,,,,,,,,,,,,,
lightness,亮度,亮度,noun,,,,,,,,,,,,,,,,,,,,,,
lightweight,轻量化,輕量化,adjective,,,,,,,,,,,,,,,,,,,,,,
Lima,利马,利馬,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Limburgish,林堡语,林堡文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Lindeman,林德曼岛,林德曼島,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
LINE,LINE,LINE,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
LINE,LINE,LINE,noun,即时通讯软件名称，LINE 全大写,,,,,,,,,,,,,,,,,,,,,
line break,分行符号,分行符號,noun,,,,,,,,,,,,,,,,,,,,,,
Lingala,林加拉语,林格拉文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Link,链接,連結,noun,WordPress 核心程序内建的文章格式 (Post Format) 之一，需要主题支持才能显示,,,,,,,,,,,,,,,,,,,,,
link,链接,連結,noun,,,,,,,,,,,,,,,,,,,,,,
LinkedIn,LinkedIn,LinkedIn,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
Linux,Linux,Linux,noun,操作系统名称,,,,,,,,,,,,,,,,,,,,,
Lisbon,里斯本,里斯本,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
list,列表,清單,noun,,,,,,,,,,,,,,,,,,,,,,
list view,列表视图,清單檢視,noun,适用于检视方式名称,,,,,,,,,,,,,,,,,,,,,
