en,zh-cn,pos,description,,,,,,,,,,,,,,,,,,,,,
receipt,收据,noun,适用于电子商务,,,,,,,,,,,,,,,,,,,,,
receipt,回单,noun,适用于联系窗口或电子邮件,,,,,,,,,,,,,,,,,,,,,
Recife,累西腓,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
recompile,重新编译,verb,,,,,,,,,,,,,,,,,,,,,,
record,记录,noun,,,,,,,,,,,,,,,,,,,,,,
recover,恢复,verb,,,,,,,,,,,,,,,,,,,,,,
recovery,恢复,noun,,,,,,,,,,,,,,,,,,,,,,
recovery code,恢复码,noun,,,,,,,,,,,,,,,,,,,,,,
recovery mode,恢复模式,noun,,,,,,,,,,,,,,,,,,,,,,
redirect,复位向,verb,,,,,,,,,,,,,,,,,,,,,,
redirection,复位向,noun,,,,,,,,,,,,,,,,,,,,,,
redirection code,复位向代码,noun,,,,,,,,,,,,,,,,,,,,,,
redo,重做,verb,,,,,,,,,,,,,,,,,,,,,,
redundant,冗余,adjective,,,,,,,,,,,,,,,,,,,,,,
refactor,重构,verb,,,,,,,,,,,,,,,,,,,,,,
refresh,刷新,verb,,,,,,,,,,,,,,,,,,,,,,
Regina,里贾纳,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
register,注册,verb,,,,,,,,,,,,,,,,,,,,,,
registered trademark,注册商标,noun,,,,,,,,,,,,,,,,,,,,,,
registration,注册,noun,,,,,,,,,,,,,,,,,,,,,,
registry,域名注册管理机构,noun,如果 registry 用于与网域注册相关的内容，有一定的机会是指「网域注册管理机构」。,,,,,,,,,,,,,,,,,,,,,
regular expression,正则表达式,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
regular price,原价,noun,,,,,,,,,,,,,,,,,,,,,,
relative path,相对路径,noun,,,,,,,,,,,,,,,,,,,,,,
release candidate,发行候选版本,noun,,,,,,,,,,,,,,,,,,,,,,
remove,移除,verb,,,,,,,,,,,,,,,,,,,,,,
render,转译,verb,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
render,转译,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
render,转译,verb,,,,,,,,,,,,,,,,,,,,,,
rep,代表,noun,在插件目录或主题中，Rep 通常是 Representative (代表) 的缩写。举例来说，Support rep 或 Support Representative 即为「技术支持代表」。,,,,,,,,,,,,,,,,,,,,,
reply code,回复码,noun,,,,,,,,,,,,,,,,,,,,,,
repo,存储库,noun,在插件目录及主题目录中， repo 是 Repository (存放库) 的缩写。,,,,,,,,,,,,,,,,,,,,,
repository,存储库,noun,适用于 SVN、Git 或 GitHub,,,,,,,,,,,,,,,,,,,,,
representative,代表,noun,范例：Sales Representative 为「销售代表」。,,,,,,,,,,,,,,,,,,,,,
Republic of North Macedonia,北马其顿共和国,noun,,,,,,,,,,,,,,,,,,,,,,
Republic of North Macedonia,北马其顿共和国,noun,,,,,,,,,,,,,,,,,,,,,,
request,要求,noun,,,,,,,,,,,,,,,,,,,,,,
requirement,要求,noun,,,,,,,,,,,,,,,,,,,,,,
requirement,要求,noun,,,,,,,,,,,,,,,,,,,,,,
resend,重新发送,verb,,,,,,,,,,,,,,,,,,,,,,
reserve,保留,verb,,,,,,,,,,,,,,,,,,,,,,
reset,重置,verb,,,,,,,,,,,,,,,,,,,,,,
Resolute,雷索卢特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
resolver,解析器,noun,,,,,,,,,,,,,,,,,,,,,,
response code,响应码,noun,,,,,,,,,,,,,,,,,,,,,,
responsive,响应式,noun,,,,,,,,,,,,,,,,,,,,,,
responsive wed design,响应式网页设计,noun,,,,,,,,,,,,,,,,,,,,,,
result set,结果集,noun,,,,,,,,,,,,,,,,,,,,,,
retrieve,截取,noun,,,,,,,,,,,,,,,,,,,,,,
Reunion,留尼汪,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
reusable block,可重复使用区块,noun,适用于区块编辑器及全站编辑相关内容,,,,,,,,,,,,,,,,,,,,,
Reusable Block,可重复使用区块,noun,,,,,,,,,,,,,,,,,,,,,,
reverse lookup,反向查找,noun,,,,,,,,,,,,,,,,,,,,,,
reverse proxy,反向代理,noun,,,,,,,,,,,,,,,,,,,,,,
revision,修订,noun,,,,,,,,,,,,,,,,,,,,,,
revoke,撤销,verb,,,,,,,,,,,,,,,,,,,,,,
rewrite,重写,verb,,,,,,,,,,,,,,,,,,,,,,
rewrite rule,重写规则,noun,,,,,,,,,,,,,,,,,,,,,,
Reykjavik,雷克雅未克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
rich snippet,富文本摘要,noun,,,,,,,,,,,,,,,,,,,,,,
Riga,里加,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
right arrow key,向右键,noun,键盘按键名称,,,,,,,,,,,,,,,,,,,,,
right brace,右大括号,noun,,,,,,,,,,,,,,,,,,,,,,
right parenthesis,右括号,noun,,,,,,,,,,,,,,,,,,,,,,
Right to Left,从右至左,noun,文字方向,,,,,,,,,,,,,,,,,,,,,
right-click,点击右键,verb,操作键盘、鼠标及屏幕,,,,,,,,,,,,,,,,,,,,,
Rio Branco,里奥布兰科,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rio Gallegos,里奥加耶戈斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Riyadh,利雅得,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
roadmap,路线图,noun,,,,,,,,,,,,,,,,,,,,,,
robot,机器人,noun,Google 中国官方译文，适用于搜索引擎相关内容,,,,,,,,,,,,,,,,,,,,,
robots.txt,robots.txt,noun,,,,,,,,,,,,,,,,,,,,,,
Rohingya,罗兴亚语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
rollup,汇总模块,noun,,,,,,,,,,,,,,,,,,,,,,
Romanian,罗马尼亚语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Romanian leu,罗马尼亚列伊,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Rome,罗马,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rosario,罗萨里奥,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Rothera,罗瑟拉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
routine,常规,noun,,,,,,,,,,,,,,,,,,,,,,
row,行列,noun,,,,,,,,,,,,,,,,,,,,,,
row,数据列,noun,,,,,,,,,,,,,,,,,,,,,,
RSS,RSS,noun,,,,,,,,,,,,,,,,,,,,,,
RTL,RTL,noun,文字方向 Right to Left (从右到左) 的缩写，例如阿拉伯文、希伯来文,,,,,,,,,,,,,,,,,,,,,
RTL,从右至左,noun,文字方向 Right to Left (从右到左) 的缩写，例如阿拉伯文、希伯来文,,,,,,,,,,,,,,,,,,,,,
rule set,规则集,noun,,,,,,,,,,,,,,,,,,,,,,
rule type,规则类型,noun,,,,,,,,,,,,,,,,,,,,,,
ruleset,规则集,noun,,,,,,,,,,,,,,,,,,,,,,
runtime,运行阶段,noun,,,,,,,,,,,,,,,,,,,,,,
Russian,俄语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Russian ruble,俄罗斯卢布,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Rwandan franc,卢旺达法郎,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
RWD,RWD,noun,RWD 是 Responsive Wed Design (响应式网页设计) 的缩写,,,,,,,,,,,,,,,,,,,,,
S&atilde;o Tom&eacute; and Pr&iacute;ncipe dobra,圣多美和普林西比·多布拉,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
SA,相同方式共享,noun,适用于 Creative Commons 创用 CC 授权方式,,,,,,,,,,,,,,,,,,,,,
Saigon,西贡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Saint Helena pound,圣赫勒拿镑,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Saipan,塞班岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Sakha,萨哈语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sakhalin,萨哈林岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
sale price,特价,noun,,,,,,,,,,,,,,,,,,,,,,
salt,加密字符串,noun,适用于加密用途,,,,,,,,,,,,,,,,,,,,,
Salta,萨尔塔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Samara,萨马拉,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Samarkand,撒马尔罕,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Samoa,萨摩亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Samoan,萨摩亚语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Samoan t&#x101;l&#x101;,萨摩亚语,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
San Juan,圣胡安,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
San Luis,圣刘易斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
San Marino,圣马力诺,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
sandbox,沙盒,noun,,,,,,,,,,,,,,,,,,,,,,
Sango,桑戈语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
sans serif,无衬线字体,noun,字型的基本外观分类，英文字型如 Arial，繁体中文字型如 Noto Sans TC。,,,,,,,,,,,,,,,,,,,,,
sans serif,无衬线字体,noun,,,,,,,,,,,,,,,,,,,,,,
Sanskrit,梵文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Santa Isabel,圣伊莎贝尔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Santarem,圣塔伦,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Santiago,圣地亚哥,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Santo Domingo,圣多明各,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Sao Paulo,圣保罗,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Sao Tome,圣多美,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Saraiki,西莱基语;,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sarajevo,萨拉热窝,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Saratov,萨拉托夫,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Sardinian,萨丁尼亚语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Saudi riyal,沙特里亚尔,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
save,保存,verb,,,,,,,,,,,,,,,,,,,,,,
save changes,保存设置,verb,,,,,,,,,,,,,,,,,,,,,,
scan,扫描,noun,,,,,,,,,,,,,,,,,,,,,,
scan,扫描,verb,,,,,,,,,,,,,,,,,,,,,,
schedule,调度,verb,,,,,,,,,,,,,,,,,,,,,,
scheduler,调度器,noun,,,,,,,,,,,,,,,,,,,,,,
schema,架构,noun,,,,,,,,,,,,,,,,,,,,,,
schema,结构描述,noun,,,,,,,,,,,,,,,,,,,,,,
Scoresbysund,斯科斯比松,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Scottish Gaelic,苏格兰盖尔语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
screen option,屏幕选项,noun,,,,,,,,,,,,,,,,,,,,,,
screen reader,屏幕阅读器,noun,,,,,,,,,,,,,,,,,,,,,,
screenshot,截屏,noun,,,,,,,,,,,,,,,,,,,,,,
script,脚本,noun,,,,,,,,,,,,,,,,,,,,,,
script tag,脚本标签,noun,,,,,,,,,,,,,,,,,,,,,,
search box,搜索框,noun,适用于搜索引擎相关内容,,,,,,,,,,,,,,,,,,,,,
search engine,搜索引擎,noun,适用于搜索引擎相关内容,,,,,,,,,,,,,,,,,,,,,
search engine optimization,搜索引擎优化,noun,适用于搜索引擎相关内容，SEO 是 Search Engine Optimization (Search Engine Optimization) 的缩写,,,,,,,,,,,,,,,,,,,,,
section,区段,noun,,,,,,,,,,,,,,,,,,,,,,
security,安全性,noun,,,,,,,,,,,,,,,,,,,,,,
security key,安全密钥,noun,,,,,,,,,,,,,,,,,,,,,,
security token,安全令牌,noun,,,,,,,,,,,,,,,,,,,,,,
select,选择,verb,,,,,,,,,,,,,,,,,,,,,,
select all,全选,noun,,,,,,,,,,,,,,,,,,,,,,
selector,选择器,noun,,,,,,,,,,,,,,,,,,,,,,
self-hosted,自托管,adjective,,,,,,,,,,,,,,,,,,,,,,
semicolon,分号,noun,适用于标点符号 ;,,,,,,,,,,,,,,,,,,,,,
sensitive,敏感性,adjective,,,,,,,,,,,,,,,,,,,,,,
sensitive information,敏感性信息,noun,,,,,,,,,,,,,,,,,,,,,,
sensor,传感器,noun,,,,,,,,,,,,,,,,,,,,,,
SEO,SEO,noun,,,,,,,,,,,,,,,,,,,,,,
Seoul,首尔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
separator,分隔符,noun,,,,,,,,,,,,,,,,,,,,,,
Serbian,塞尔维亚语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Serbian dinar,塞尔维亚第纳尔,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
serialize,连载,verb,,,,,,,,,,,,,,,,,,,,,,
server,服务器,noun,,,,,,,,,,,,,,,,,,,,,,
service,服务,noun,,,,,,,,,,,,,,,,,,,,,,
service mark,服务标记,noun,,,,,,,,,,,,,,,,,,,,,,
session,会话,noun,,,,,,,,,,,,,,,,,,,,,,
setting,设置,noun,,,,,,,,,,,,,,,,,,,,,,
setting,设置,verb,,,,,,,,,,,,,,,,,,,,,,
Seychellois rupee,塞舌尔卢比,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
shallow copy,浅层拷贝,noun,对来源项目进行浅层复制，目标项目与来源项目共享相同引用的复本。在这种状态下，无论变更来源项目或目标项目，都会导致另一个项目的变更。,,,,,,,,,,,,,,,,,,,,,
Shanghai,上海,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
share,分享,verb,,,,,,,,,,,,,,,,,,,,,,
Shared Hosting,共享主机,noun,,,,,,,,,,,,,,,,,,,,,,
Shift,Shift 键,noun,键盘按键名称,,,,,,,,,,,,,,,,,,,,,
shim,填充码,noun,,,,,,,,,,,,,,,,,,,,,,
Shiprock,希普罗克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Shona,绍纳语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Short URL,短网址,noun,,,,,,,,,,,,,,,,,,,,,,
shortcode,简码,noun,,,,,,,,,,,,,,,,,,,,,,
shortcut,快速键,noun,,,,,,,,,,,,,,,,,,,,,,
shortcut,捷径,noun,,,,,,,,,,,,,,,,,,,,,,
Sichuan Yi,四川彝语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
sidebar,侧边栏,noun,适用于 WordPress 插件及主题,,,,,,,,,,,,,,,,,,,,,
Sierra Leonean leone,塞拉利昂利昂,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Signal,Signal,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
signal,信号,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
Silesian,西里西亚语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Simferopol,辛菲罗波尔,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Simplified Chinese,简体中文,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Simplified Chinese Formal,简体中文 (正式),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Simplified Chinese Informal,简体中文 (口语),noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Sindhi,信德语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Singapore,新加坡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Singapore dollar,新加坡元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
single page,单篇页面,noun,,,,,,,,,,,,,,,,,,,,,,
single post,单篇文章,noun,适用于确定 Post 所指确实是 [文章] 内容类型时,,,,,,,,,,,,,,,,,,,,,
single post,单篇内容,noun,,,,,,,,,,,,,,,,,,,,,,
Single Sign-On,单点登录,noun,,,,,,,,,,,,,,,,,,,,,,
Sinhala,僧伽罗语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
site,网站,noun,,,,,,,,,,,,,,,,,,,,,,
site editor,网站编辑,noun,,,,,,,,,,,,,,,,,,,,,,
site language,网站语言,noun,,,,,,,,,,,,,,,,,,,,,,
sitemap,站点地图,noun,,,,,,,,,,,,,,,,,,,,,,
Sitka,锡特卡,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Skopje,斯科普里,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
SKU,SKU,noun,适用于电子商务，全名为 Stock Keeping Unit。这是商品的唯一标识符，通常由英数字组成。基于管理库存目的，SKU 用于追踪商品。SKU 可与任何可购买的项目产生关联；举例来说，一件编号为 1114、尺寸为 8 的外套，SKU 便可以订为 1114-8。,,,,,,,,,,,,,,,,,,,,,
SKU,库存单位,noun,适用于电子商务，全名为 Stock Keeping Unit。这是商品的唯一标识符，通常由英数字组成。基于管理库存目的，SKU 用于追踪商品。SKU 可与任何可购买的项目产生关联；举例来说，一件编号为 1114、尺寸为 8 的外套，SKU 便可以订为 1114-8。,,,,,,,,,,,,,,,,,,,,,
SKU,商品货号,noun,适用于电子商务，全名为 Stock Keeping Unit。这是商品的唯一标识符，通常由英数字组成。基于管理库存目的，SKU 用于追踪商品。SKU 可与任何可购买的项目产生关联；举例来说，一件编号为 1114、尺寸为 8 的外套，SKU 便可以订为 1114-8。,,,,,,,,,,,,,,,,,,,,,
SKU,货号,noun,适用于电子商务，全名为 Stock Keeping Unit。这是商品的唯一标识符，通常由英数字组成。基于管理库存目的，SKU 用于追踪商品。SKU 可与任何可购买的项目产生关联；举例来说，一件编号为 1114、尺寸为 8 的外套，SKU 便可以订为 1114-8。,,,,,,,,,,,,,,,,,,,,,
Skype,Skype,noun,即时通讯软件名称,,,,,,,,,,,,,,,,,,,,,
Slack,Slack,noun,协同服务名称,,,,,,,,,,,,,,,,,,,,,
Slovak,斯洛伐克语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Slovenian,斯洛文尼亚语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
slug,别名,noun,,,,,,,,,,,,,,,,,,,,,,
smooth,平滑,adjective,,,,,,,,,,,,,,,,,,,,,,
smooth scroll,平滑卷动,noun,,,,,,,,,,,,,,,,,,,,,,
Snapchat,Snapchat,noun,社交网络服务平台名称,,,,,,,,,,,,,,,,,,,,,
snapshot,快照,noun,,,,,,,,,,,,,,,,,,,,,,
snippet,代码片段,noun,,,,,,,,,,,,,,,,,,,,,,
social,社交网络服务,noun,,,,,,,,,,,,,,,,,,,,,,
social,社交,noun,,,,,,,,,,,,,,,,,,,,,,
social engineering,社会工程学,noun,「社会工程学」是指借由发布内容，诱骗用户进行只会为自身信赖的实体采取的行动 (例如提供机密信息)、下载垃圾软件或恶意软件，或是落入网络诈骗/钓鱼的圈套。,,,,,,,,,,,,,,,,,,,,,
social icon,社交图标,noun,,,,,,,,,,,,,,,,,,,,,,
social media,社交媒体,,,,,,,,,,,,,,,,,,,,,,,
social network,社交网络,noun,,,,,,,,,,,,,,,,,,,,,,
social share,社交分享,noun,,,,,,,,,,,,,,,,,,,,,,
socket,通信端,noun,,,,,,,,,,,,,,,,,,,,,,
Sofia,索菲亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
software,运行时发生错误,noun,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands dollar,所罗门群岛元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
solution,解决方案,noun,,,,,,,,,,,,,,,,,,,,,,
Somali,索马里语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Somali shilling,索马里先令,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
something went wrong,出了些问题,verb,,,,,,,,,,,,,,,,,,,,,,
source code,源代码,noun,,,,,,,,,,,,,,,,,,,,,,
South,南方,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
South African rand,南非兰特,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
South Azerbaijani,南阿塞拜疆语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
South Georgia,南乔治亚岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
South Korean,韩国,noun,,,,,,,,,,,,,,,,,,,,,,
South Korean won,韩元,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
South Ndebele,南恩德贝莱,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
South Pole,南极,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
South Sudanese pound,南苏丹镑,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
Southern Sotho,南索托语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
spacer,空白间隔,noun,,,,,,,,,,,,,,,,,,,,,,
spacing,间距,noun,,,,,,,,,,,,,,,,,,,,,,
spam,标记为垃圾消息,verb,适用于 spam 包含垃圾留言及垃圾邮件的状况,,,,,,,,,,,,,,,,,,,,,
spam,垃圾消息,noun,适用于 spam 包含垃圾留言及垃圾邮件的状况,,,,,,,,,,,,,,,,,,,,,
spam,标示为垃圾留言,verb,,,,,,,,,,,,,,,,,,,,,,
spam,标示为垃圾邮件,verb,,,,,,,,,,,,,,,,,,,,,,
spam,垃圾留言,noun,,,,,,,,,,,,,,,,,,,,,,
spam,垃圾邮件,noun,,,,,,,,,,,,,,,,,,,,,,
Spanish,西班牙语,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Argentina),西班牙语（阿根廷）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Chile),西班牙语（智利）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Colombia),西班牙语（哥伦比亚）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Costa Rica),西班牙语（哥斯达黎加）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Dominican Republic),西班牙语（多米尼加共和国）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Ecuador),西班牙语（厄瓜多尔）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Guatemala),西班牙语（危地马拉）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Mexico),西班牙语（墨西哥）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Peru),西班牙语（秘鲁）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Puerto Rico),西班牙语（波多黎各）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Spain),西班牙语（西班牙）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Uruguay),西班牙语（乌拉圭）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
Spanish (Venezuela),西班牙语（委内瑞拉）,noun,语言名称，界面中称语不称文,,,,,,,,,,,,,,,,,,,,,
spider,网络爬虫,noun,Google 中国官方译文，适用于搜索引擎相关内容,,,,,,,,,,,,,,,,,,,,,
Spotify,Spotify,noun,在线影音流媒体服务名称,,,,,,,,,,,,,,,,,,,,,
square,正方形,noun,适用于形状,,,,,,,,,,,,,,,,,,,,,
Srednekolymsk,中科雷姆斯克,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
Sri Lankan rupee,斯里兰卡卢比,noun,货币名称,,,,,,,,,,,,,,,,,,,,,
ssl certificate,SSL证书,noun,,,,,,,,,,,,,,,,,,,,,,
SSO,SSO,noun,SSO 通常是 Single Sign-On (单点登录) 的缩写,,,,,,,,,,,,,,,,,,,,,
SSO,单点登录,noun,SSO 通常是 Single Sign-On (单点登录) 的缩写,,,,,,,,,,,,,,,,,,,,,
St Barthelemy,圣巴泰勒米岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
St Helena,圣赫勒拿岛,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
St Johns,圣约翰斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
St Kitts,圣基茨,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
St Lucia,圣卢西亚,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
St Thomas,圣托马斯,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
St Vincent,圣文森特,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
staging,预备环境,noun,适用于网站建设,,,,,,,,,,,,,,,,,,,,,
Standard,标准,noun,WordPress 核心程序内建的文章格式 (Post Format) 之一，需要主题支持才能显示,,,,,,,,,,,,,,,,,,,,,
Stanley,斯坦利,noun,洲、国家/地区、城市名称,,,,,,,,,,,,,,,,,,,,,
starter,入门,noun,,,,,,,,,,,,,,,,,,,,,,
starter,起始,noun,,,,,,,,,,,,,,,,,,,,,,
starter kit,入门套件,noun,,,,,,,,,,,,,,,,,,,,,,
startup,启动,verb,,,,,,,,,,,,,,,,,,,,,,
startup,启动,noun,,,,,,,,,,,,,,,,,,,,,,
startup,起始,adjective,,,,,,,,,,,,,,,,,,,,,,
startup folder,起始文件夹,noun,,,,,,,,,,,,,,,,,,,,,,
stat,统计数据,noun,,,,,,,,,,,,,,,,,,,,,,
statement,陈述式,noun,适用于程序开发,,,,,,,,,,,,,,,,,,,,,
statement,声明,noun,,,,,,,,,,,,,,,,,,,,,,
statistics,统计数据,noun,,,,,,,,,,,,,,,,,,,,,,
Status,状态,noun,WordPress 核心程序内建的文章格式 (Post Format) 之一，需要主题支持才能显示,,,,,,,,,,,,,,,,,,,,,
status,状态,noun,,,,,,,,,,,,,,,,,,,,,,
status code,状态码,noun,,,,,,,,,,,,,,,,,,,,,,
step by step,分步,noun,,,,,,,,,,,,,,,,,,,,,,
step by step guide,分步指南,noun,,,,,,,,,,,,,,,,,,,,,,
step-by-step,分步,noun,,,,,,,,,,,,,,,,,,,,,,
step-by-step guide,分步指南,noun,,,,,,,,,,,,,,,,,,,,,,
sticky,置顶文章,noun,,,,,,,,,,,,,,,,,,,,,,
sticky,固定于页眉,verb,,,,,,,,,,,,,,,,,,,,,,
sticky,置顶,verb,,,,,,,,,,,,,,,,,,,,,,
sticky,固定式,adjective,,,,,,,,,,,,,,,,,,,,,,
sticky,固定位置,adverb,,,,,,,,,,,,,,,,,,,,,,
